
t = 71, u = 71, Num Tx = 10000, Num Errors = 9993, Num Errors Improved = 0, Num Errors Half = 4964, DFR =  4.964000e-01, DFR Improved = 9.993000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:19:41)
t = 71, u = 70, Num Tx = 10000, Num Errors = 9996, Num Errors Improved = 0, Num Errors Half = 5012, DFR =  5.012000e-01, DFR Improved = 9.996000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:06)
t = 71, u = 70, Num Tx = 10000, Num Errors = 9997, Num Errors Improved = 0, Num Errors Half = 5013, DFR =  5.013000e-01, DFR Improved = 9.997000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:06)
t = 71, u = 70, Num Tx = 10000, Num Errors = 9998, Num Errors Improved = 0, Num Errors Half = 5013, DFR =  5.013000e-01, DFR Improved = 9.998000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:06)
t = 71, u = 70, Num Tx = 10000, Num Errors = 9999, Num Errors Improved = 0, Num Errors Half = 5014, DFR =  5.014000e-01, DFR Improved = 9.999000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:06)
t = 71, u = 70, Num Tx = 10000, Num Errors = 10000, Num Errors Improved = 0, Num Errors Half = 5014, DFR =  5.014000e-01, DFR Improved = 1.000000e+00, DFR Half = 0.000000e+00 (2026-01-21 11:20:06)
t = 71, u = 69, Num Tx = 10000, Num Errors = 9993, Num Errors Improved = 0, Num Errors Half = 4979, DFR =  4.979000e-01, DFR Improved = 9.993000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:29)
t = 71, u = 69, Num Tx = 10000, Num Errors = 9994, Num Errors Improved = 0, Num Errors Half = 4979, DFR =  4.979000e-01, DFR Improved = 9.994000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:29)
t = 71, u = 69, Num Tx = 10000, Num Errors = 9995, Num Errors Improved = 0, Num Errors Half = 4980, DFR =  4.980000e-01, DFR Improved = 9.995000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:29)
t = 71, u = 69, Num Tx = 10000, Num Errors = 9996, Num Errors Improved = 0, Num Errors Half = 4980, DFR =  4.980000e-01, DFR Improved = 9.996000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:29)
t = 71, u = 69, Num Tx = 10000, Num Errors = 9997, Num Errors Improved = 0, Num Errors Half = 4980, DFR =  4.980000e-01, DFR Improved = 9.997000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:29)
t = 71, u = 69, Num Tx = 10000, Num Errors = 9998, Num Errors Improved = 0, Num Errors Half = 4980, DFR =  4.980000e-01, DFR Improved = 9.998000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:29)
t = 71, u = 69, Num Tx = 10000, Num Errors = 9999, Num Errors Improved = 0, Num Errors Half = 4981, DFR =  4.981000e-01, DFR Improved = 9.999000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:29)
t = 71, u = 69, Num Tx = 10000, Num Errors = 10000, Num Errors Improved = 0, Num Errors Half = 4982, DFR =  4.982000e-01, DFR Improved = 1.000000e+00, DFR Half = 0.000000e+00 (2026-01-21 11:20:29)
t = 71, u = 68, Num Tx = 10000, Num Errors = 9993, Num Errors Improved = 0, Num Errors Half = 5054, DFR =  5.054000e-01, DFR Improved = 9.993000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:53)
t = 71, u = 68, Num Tx = 10000, Num Errors = 9994, Num Errors Improved = 0, Num Errors Half = 5054, DFR =  5.054000e-01, DFR Improved = 9.994000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:53)
t = 71, u = 68, Num Tx = 10000, Num Errors = 9995, Num Errors Improved = 0, Num Errors Half = 5055, DFR =  5.055000e-01, DFR Improved = 9.995000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:53)
t = 71, u = 68, Num Tx = 10000, Num Errors = 9996, Num Errors Improved = 0, Num Errors Half = 5055, DFR =  5.055000e-01, DFR Improved = 9.996000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:53)
t = 71, u = 68, Num Tx = 10000, Num Errors = 9997, Num Errors Improved = 0, Num Errors Half = 5055, DFR =  5.055000e-01, DFR Improved = 9.997000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:53)
t = 71, u = 68, Num Tx = 10000, Num Errors = 9998, Num Errors Improved = 0, Num Errors Half = 5056, DFR =  5.056000e-01, DFR Improved = 9.998000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:53)
t = 71, u = 68, Num Tx = 10000, Num Errors = 9999, Num Errors Improved = 0, Num Errors Half = 5057, DFR =  5.057000e-01, DFR Improved = 9.999000e-01, DFR Half = 0.000000e+00 (2026-01-21 11:20:53)
t = 71, u = 68, Num Tx = 10000, Num Errors = 10000, Num Errors Improved = 0, Num Errors Half = 5057, DFR =  5.057000e-01, DFR Improved = 1.000000e+00, DFR Half = 0.000000e+00 (2026-01-21 11:20:53)
